[32m2024-02-11 13:35:35.589[0;39m [INFO] com.hexaware.roadready.RoadReadyApplication [main] Starting RoadReadyApplication using Java 17.0.9 with PID 7016 (/Users/apple/Documents/workspace-spring-tool-suite-4-4.21.0.RELEASE/RoadReady/target/classes started by apple in /Users/apple/Documents/workspace-spring-tool-suite-4-4.21.0.RELEASE/RoadReady)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:340)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:391)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:896)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1744)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:840)
[32m2024-02-12 10:53:40.374[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(16)-127.0.0.1] Application shutdown requested.
[32m2024-02-12 10:53:40.385[0;39m [INFO] org.apache.catalina.core.StandardService [RMI TCP Connection(16)-127.0.0.1] Stopping service [Tomcat]
[32m2024-02-12 10:53:40.386[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [RMI TCP Connection(16)-127.0.0.1] Destroying Spring FrameworkServlet 'dispatcherServlet'
[32m2024-02-12 10:53:40.390[0;39m [WARN] org.apache.catalina.loader.WebappClassLoaderBase [RMI TCP Connection(16)-127.0.0.1] The web application [ROOT] appears to have started a thread named [HikariPool-1 housekeeper] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
 java.base@17.0.9/jdk.internal.misc.Unsafe.park(Native Method)
 java.base@17.0.9/java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:252)
 java.base@17.0.9/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:1672)
 java.base@17.0.9/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1182)
 java.base@17.0.9/java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:899)
 java.base@17.0.9/java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1062)
 java.base@17.0.9/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1122)
 java.base@17.0.9/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635)
 java.base@17.0.9/java.lang.Thread.run(Thread.java:840)
[32m2024-02-12 10:53:40.400[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(16)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[32m2024-02-12 10:53:40.402[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(16)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[32m2024-02-12 10:53:40.410[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(16)-127.0.0.1] HikariPool-1 - Shutdown completed.
[32m2024-02-12 10:53:44.607[0;39m [INFO] com.hexaware.roadready.RoadReadyApplication [main] Starting RoadReadyApplication using Java 17.0.9 with PID 21716 (C:\RoadReady\RoadReady\RoadReady\target\classes started by DELL in C:\RoadReady\RoadReady\RoadReady)
[32m2024-02-12 10:53:44.609[0;39m [INFO] com.hexaware.roadready.RoadReadyApplication [main] No active profile set, falling back to 1 default profile: "default"
[32m2024-02-12 10:53:45.287[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[32m2024-02-12 10:53:45.367[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 71 ms. Found 7 JPA repository interfaces.
[32m2024-02-12 10:53:45.899[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
[32m2024-02-12 10:53:45.913[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[32m2024-02-12 10:53:45.914[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.18]
[32m2024-02-12 10:53:46.022[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[32m2024-02-12 10:53:46.022[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1369 ms
[32m2024-02-12 10:53:46.173[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[32m2024-02-12 10:53:46.232[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
[32m2024-02-12 10:53:46.236[0;39m [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
[32m2024-02-12 10:53:46.476[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[32m2024-02-12 10:53:46.510[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[32m2024-02-12 10:53:46.807[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fbbd90c
[32m2024-02-12 10:53:46.810[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[32m2024-02-12 10:53:46.868[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[32m2024-02-12 10:53:46.868[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[32m2024-02-12 10:53:47.849[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[32m2024-02-12 10:53:48.002[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[32m2024-02-12 10:53:48.449[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[32m2024-02-12 10:53:49.074[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[32m2024-02-12 10:53:49.716[0;39m [INFO] org.springframework.security.web.DefaultSecurityFilterChain [main] Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7af22a6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6499fda5, org.springframework.security.web.context.SecurityContextHolderFilter@13dff835, org.springframework.security.web.header.HeaderWriterFilter@71676e5f, org.springframework.security.web.authentication.logout.LogoutFilter@1ffd6df2, com.hexaware.roadready.filter.JwtAuthFilter@2e17a9e6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4e2783ee, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1a5d0d94, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7f210da5, org.springframework.security.web.session.SessionManagementFilter@51e68bcd, org.springframework.security.web.access.ExceptionTranslationFilter@6b0dc462, org.springframework.security.web.access.intercept.AuthorizationFilter@70027aec]
[32m2024-02-12 10:53:50.046[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
[32m2024-02-12 10:53:50.057[0;39m [INFO] com.hexaware.roadready.RoadReadyApplication [main] Started RoadReadyApplication in 5.9 seconds (process running for 6.612)
[32m2024-02-12 10:56:02.486[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8080-exec-1] Initializing Spring DispatcherServlet 'dispatcherServlet'
[32m2024-02-12 10:56:02.486[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] Initializing Servlet 'dispatcherServlet'
[32m2024-02-12 10:56:02.490[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] Completed initialization in 3 ms
[32m2024-02-12 11:06:55.051[0;39m [WARN] com.zaxxer.hikari.pool.HikariPool [HikariPool-1 housekeeper] HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m37s931ms445µs200ns).
2024-02-12 11:40:57.367 [INFO] com.hexaware.roadready.servicetests.AgentServiceImplTest [main] Starting AgentServiceImplTest using Java 17.0.9 with PID 180 (started by DELL in C:\RoadReady\RoadReady\RoadReady)
2024-02-12 11:40:57.369 [INFO] com.hexaware.roadready.servicetests.AgentServiceImplTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-12 11:40:58.271 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-12 11:40:58.370 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 90 ms. Found 7 JPA repository interfaces.
2024-02-12 11:40:58.987 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-12 11:40:59.055 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-12 11:40:59.059 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-12 11:40:59.383 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-12 11:40:59.415 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-12 11:40:59.782 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@391d28ea
2024-02-12 11:40:59.784 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-12 11:40:59.831 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-12 11:40:59.832 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-12 11:41:00.941 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-12 11:41:01.088 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-12 11:41:01.615 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-12 11:41:02.488 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-12 11:41:03.660 [INFO] org.springframework.security.web.DefaultSecurityFilterChain [main] Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@538c823c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@bba6542, org.springframework.security.web.context.SecurityContextHolderFilter@70a7ebc9, org.springframework.security.web.header.HeaderWriterFilter@2bbc6496, org.springframework.security.web.authentication.logout.LogoutFilter@65b869b4, com.hexaware.roadready.filter.JwtAuthFilter@3d8512e9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@b205e08, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@398f6f04, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@14ab3e22, org.springframework.security.web.session.SessionManagementFilter@77f21c0a, org.springframework.security.web.access.ExceptionTranslationFilter@2a38b5c7, org.springframework.security.web.access.intercept.AuthorizationFilter@4f72e38c]
2024-02-12 11:41:04.162 [INFO] com.hexaware.roadready.servicetests.AgentServiceImplTest [main] Started AgentServiceImplTest in 7.165 seconds (process running for 8.317)
2024-02-12 11:41:05.250 [INFO] com.hexaware.roadready.service.AgentServiceImpl [main] New Agent added
2024-02-12 11:41:05.435 [INFO] com.hexaware.roadready.service.AgentServiceImpl [main] Generating list of agents
2024-02-12 11:41:05.634 [INFO] com.hexaware.roadready.service.AgentServiceImpl [main] 101 for this car Id , status has been Updated 
2024-02-12 11:41:05.661 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-12 11:41:05.665 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-12 11:41:05.678 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-12 11:46:11.105 [INFO] com.hexaware.roadready.servicetests.AgentServiceImplTest [main] Starting AgentServiceImplTest using Java 17.0.9 with PID 25756 (started by DELL in C:\RoadReady\RoadReady\RoadReady)
2024-02-12 11:46:11.107 [INFO] com.hexaware.roadready.servicetests.AgentServiceImplTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-12 11:46:12.013 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-12 11:46:12.103 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 78 ms. Found 7 JPA repository interfaces.
